svc,cohort,cohort_years,paygrade_level,paygrade,y1_emp,y5_emp,y10_emp,y1_nonemp,y5_nonemp,y10_nonemp,y1_p25_earnings,y5_p25_earnings,y10_p25_earnings,y1_p50_earnings,y5_p50_earnings,y10_p50_earnings,y1_p75_earnings,y5_p75_earnings,y10_p75_earnings,status_y1_emp,status_y5_emp,status_y10_emp,status_y1_nonemp,status_y5_nonemp,status_y10_nonemp,status_y1_earn,status_y5_earn,status_y10_earn
N,0,20,E,E2,7203,7147,4966,8851,6077,3796,19600,24220,28920,26060,34470,42730,35700,48730,61220,1,1,1,1,1,1,1,1,1
N,0,20,E,E3,40850,45210,30470,56630,35390,19140,20440,26560,32460,27980,38290,47180,38860,53710,67350,1,1,1,1,1,1,1,1,1
N,0,20,E,E4,69660,81830,58790,88680,52500,28810,23440,31890,39410,34010,46170,56820,48840,64750,80890,1,1,1,1,1,1,1,1,1
N,0,20,E,E5,78530,83690,55760,79630,44070,23850,30030,40080,48160,46540,58470,70380,68670,82720,98820,1,1,1,1,1,1,1,1,1
N,0,20,E,E6,57180,54500,37520,33560,22690,15660,39100,47170,50610,57950,66610,71590,82240,92930,100300,1,1,1,1,1,1,1,1,1
N,0,20,E,E7-E9,50180,45030,30030,24390,16440,11500,48210,57250,62040,69820,79650,87080,93800,104200,111900,1,1,1,1,1,1,1,1,1
N,2002,2,X,E1-E9,32830,40060,38660,25380,18130,19580,26490,35790,41870,40330,53160,62270,61060,76670,91060,1,1,1,1,1,1,1,1,1
N,2004,2,X,E1-E9,41400,42350,46270,30760,29740,25890,25340,36800,41520,39030,54510,61660,59430,79260,90010,1,1,1,1,1,1,1,1,1
N,2006,2,X,E1-E9,45700,46040,51950,28270,27980,22050,27280,36630,43100,42310,54960,63710,64530,81050,92580,1,1,1,1,1,1,1,1,1
N,2008,2,X,E1-E9,27610,39570,43590,34250,22360,18190,30510,35110,44790,48470,53150,66140,74250,79430,95210,1,1,1,1,1,1,1,1,1
N,2010,2,X,E1-E9,22920,38090,39700,35820,20620,19000,29060,34760,45080,46320,52480,66130,72540,76970,94840,1,1,1,1,1,1,1,1,1
N,2012,2,X,E1-E9,27170,41550,,36390,22000,,27610,36030,,43590,53850,,68700,78150,,1,1,-1,1,1,-1,1,1,-1
N,2014,2,X,E1-E9,25290,35030,,28840,19090,,27240,37410,,43470,56890,,68160,83230,,1,1,-1,1,1,-1,1,1,-1
N,2016,2,X,E1-E9,29500,38160,,28960,20330,,27140,37410,,43550,56710,,69110,83050,,1,1,-1,1,1,-1,1,1,-1
N,2018,2,X,E1-E9,26030,,,23690,,,29640,,,49310,,,76750,,,1,-1,-1,1,-1,-1,1,-1,-1
N,2020,2,X,E1-E9,28590,,,23970,,,28810,,,46690,,,74360,,,1,-1,-1,1,-1,-1,1,-1,-1
A,2002,2,E,E1,4185,5552,5148,6189,4825,5238,18070,22420,25750,23700,31670,37480,31730,44170,53580,1,1,1,1,1,1,1,1,1
A,2002,2,E,E2,4280,5902,5541,6509,4879,5251,18340,22700,26620,24020,31860,38520,32280,44480,54470,1,1,1,1,1,1,1,1,1
A,2002,2,E,E3,5666,7644,7143,7970,5997,6477,19300,24200,28860,25780,34780,42060,35140,48120,59720,1,1,1,1,1,1,1,1,1
A,2002,2,E,E4,18310,24250,24040,20050,14150,14320,22340,30310,36540,31470,43940,52380,43350,60120,73490,1,1,1,1,1,1,1,1,1
A,2002,2,E,E5,8744,11060,11110,7866,5534,5499,27700,39470,46570,39700,54460,65710,54990,74690,91860,1,1,1,1,1,1,1,1,1
A,2002,2,E,E6,3824,4208,4071,2477,2077,2226,34020,45250,48260,46920,60060,66990,64670,83240,95460,1,1,1,1,1,1,1,1,1
A,2002,2,E,E7-E9,7382,7776,7239,3258,2858,3387,39730,50470,53770,55410,69120,76660,76560,93750,104000,1,1,1,1,1,1,1,1,1
A,2004,2,E,E1,4759,4117,5296,5510,6145,4975,17770,23240,26170,23650,31790,37770,32230,44790,55020,1,1,1,1,1,1,1,1,1
A,2004,2,E,E2,4689,4108,5266,5169,5745,4591,17900,24130,26830,23870,33140,38770,32720,45990,55530,1,1,1,1,1,1,1,1,1
A,2004,2,E,E3,5968,5658,6762,6609,6898,5787,18840,25800,30060,25870,36480,43780,36550,51090,61840,1,1,1,1,1,1,1,1,1
A,2004,2,E,E4,24140,24350,27790,21160,20980,17530,22120,32290,37090,32170,46180,53430,44860,63860,75860,1,1,1,1,1,1,1,1,1
A,2004,2,E,E5,13240,13770,14970,9431,8909,7726,27480,41380,46910,40450,57170,65340,57770,79750,91840,1,1,1,1,1,1,1,1,1
A,2004,2,E,E6,4889,4955,4874,2830,2778,2866,35890,47570,49400,49950,64010,68690,70020,90230,95620,1,1,1,1,1,1,1,1,1
A,2004,2,E,E7-E9,10650,10770,10070,3927,3814,4523,43820,55570,55520,60750,76150,77730,82220,103300,104200,1,1,1,1,1,1,1,1,1
A,2006,2,E,E1,3873,3642,4680,5880,6106,5041,18290,22380,25390,24090,30510,37690,33140,42550,54010,1,1,1,1,1,1,1,1,1
A,2006,2,E,E2,3013,3053,4057,4927,4901,3905,18540,22510,26300,24400,30370,37890,33370,42950,53640,1,1,1,1,1,1,1,1,1
A,2006,2,E,E3,3878,3812,4963,5430,5483,4347,19440,24570,29250,26720,34630,43000,37040,49470,60800,1,1,1,1,1,1,1,1,1
A,2006,2,E,E4,17810,17910,21420,16940,16850,13340,23100,31000,38380,32970,44930,54670,45880,63190,76430,1,1,1,1,1,1,1,1,1
A,2006,2,E,E5,12560,13060,14610,9823,9339,7771,27860,39830,47060,41560,55990,66450,58770,78870,93220,1,1,1,1,1,1,1,1,1
A,2006,2,E,E6,4569,4538,4522,3049,3074,3095,34960,45650,48590,49930,62760,68040,71200,90530,96190,1,1,1,1,1,1,1,1,1
A,2006,2,E,E7-E9,9223,9174,8644,3870,3928,4458,44490,54920,56470,61830,75290,78920,85500,100500,103700,1,1,1,1,1,1,1,1,1
A,2008,2,E,E1,2743,5054,6322,10290,7937,6687,19840,21610,26010,24470,29180,37860,31780,41410,54270,1,1,1,1,1,1,1,1,1
A,2008,2,E,E2,2325,4487,5533,7928,5732,4703,20030,22340,27330,25040,30510,39520,33320,42440,56070,1,1,1,1,1,1,1,1,1
A,2008,2,E,E3,2338,4554,5485,8067,5834,4909,20450,23390,29620,26920,32360,43160,37070,45490,60550,1,1,1,1,1,1,1,1,1
A,2008,2,E,E4,9954,17120,20020,23990,16820,13960,24490,28890,37930,34470,42110,54550,49250,59360,76430,1,1,1,1,1,1,1,1,1
A,2008,2,E,E5,8200,12310,13610,13040,8952,7625,29890,37240,48530,44460,52660,68370,65720,74590,95080,1,1,1,1,1,1,1,1,1
A,2008,2,E,E6,3672,4241,4373,3917,3346,3206,38610,42860,50300,55200,60520,72540,80900,87520,102500,1,1,1,1,1,1,1,1,1
A,2008,2,E,E7-E9,7818,7757,7477,3851,3891,4189,50600,52190,57240,69280,73150,79640,94770,97160,105000,1,1,1,1,1,1,1,1,1
A,2010,2,E,E1,3517,6177,6529,9412,6760,6401,19690,22860,27980,24620,31840,40600,32690,44080,57340,1,1,1,1,1,1,1,1,1
A,2010,2,E,E2,2655,4915,5257,6719,4463,4112,19740,23570,28950,24870,32620,41850,32810,45260,59030,1,1,1,1,1,1,1,1,1
A,2010,2,E,E3,3174,6172,6610,9074,6067,5613,20320,24620,30230,26490,34930,44420,36930,48160,62390,1,1,1,1,1,1,1,1,1
A,2010,2,E,E4,11980,23150,24760,31400,20250,18610,23430,29630,38460,33280,42540,54540,48230,59030,76470,1,1,1,1,1,1,1,1,1
A,2010,2,E,E5,7287,12180,12760,13440,8534,7971,28560,37070,47750,43000,52950,68250,67640,73460,95100,1,1,1,1,1,1,1,1,1
A,2010,2,E,E6,3363,4323,4414,5040,4076,3994,34560,39990,48930,52620,56840,70040,84660,82570,99570,1,1,1,1,1,1,1,1,1
A,2010,2,E,E7-E9,6944,7252,6856,4881,4558,4970,44490,47830,55360,66580,67790,77240,95980,93760,104300,1,1,1,1,1,1,1,1,1
A,2012,2,E,E1,4528,7181,,8484,5832,,19390,23750,,24700,33220,,32940,45650,,1,1,-1,1,1,-1,1,1,-1
A,2012,2,E,E2,3367,5477,,5994,3894,,19530,24120,,24770,33900,,33020,47490,,1,1,-1,1,1,-1,1,1,-1
A,2012,2,E,E3,4940,8098,,9353,6188,,20130,25810,,26470,36650,,36620,50030,,1,1,-1,1,1,-1,1,1,-1
A,2012,2,E,E4,22820,36890,,41390,27320,,22870,31130,,32010,44680,,45070,61690,,1,1,-1,1,1,-1,1,1,-1
A,2012,2,E,E5,10310,15160,,15740,10870,,26260,37260,,38490,52680,,56580,72200,,1,1,-1,1,1,-1,1,1,-1
A,2012,2,E,E6,4271,5323,,5934,4869,,29610,39640,,43990,56140,,67260,79310,,1,1,-1,1,1,-1,1,1,-1
A,2012,2,E,E7-E9,6091,6683,,5897,5291,,37360,46240,,54540,64610,,81200,88590,,1,1,-1,1,1,-1,1,1,-1
A,2014,2,E,E1,4758,6315,,6265,4715,,19340,24200,,24590,34430,,32570,47050,,1,1,-1,1,1,-1,1,1,-1
A,2014,2,E,E2,3379,4686,,4517,3196,,19320,24730,,24700,34970,,32990,48010,,1,1,-1,1,1,-1,1,1,-1
A,2014,2,E,E3,4234,5869,,5978,4396,,20840,27150,,28000,38820,,37230,53930,,1,1,-1,1,1,-1,1,1,-1
A,2014,2,E,E4,24580,34720,,33370,23210,,23520,33150,,33220,47660,,45920,65620,,1,1,-1,1,1,-1,1,1,-1
A,2014,2,E,E5,11550,15300,,13990,10260,,27640,39120,,40080,55240,,56250,76630,,1,1,-1,1,1,-1,1,1,-1
A,2014,2,E,E6,4952,6219,,6258,5022,,31490,41040,,45340,58290,,63480,81670,,1,1,-1,1,1,-1,1,1,-1
A,2014,2,E,E7-E9,6070,6792,,6078,5373,,37300,46950,,53080,65890,,75000,89900,,1,1,-1,1,1,-1,1,1,-1
A,2016,2,E,E1,4814,6113,,5574,4262,,19020,24220,,24660,34370,,33130,47180,,1,1,-1,1,1,-1,1,1,-1
A,2016,2,E,E2,3855,4920,,4195,3134,,19350,24760,,25060,34880,,33510,47700,,1,1,-1,1,1,-1,1,1,-1
A,2016,2,E,E3,4166,5190,,4654,3624,,20800,27490,,28150,39270,,38110,53870,,1,1,-1,1,1,-1,1,1,-1
A,2016,2,E,E4,23980,31600,,26540,18930,,24260,34080,,34980,48940,,48990,68140,,1,1,-1,1,1,-1,1,1,-1
A,2016,2,E,E5,10330,12560,,9747,7527,,29320,40560,,42850,57640,,60700,79220,,1,1,-1,1,1,-1,1,1,-1
A,2016,2,E,E6,5134,6141,,5371,4381,,32880,42080,,47870,59030,,68700,84050,,1,1,-1,1,1,-1,1,1,-1
A,2016,2,E,E7-E9,6794,7534,,6335,5580,,39180,47670,,55790,66870,,78740,89950,,1,1,-1,1,1,-1,1,1,-1
A,2018,2,E,E1,5858,,,6525,,,19040,,,25100,,,33490,,,1,-1,-1,1,-1,-1,1,-1,-1
A,2018,2,E,E2,4656,,,4951,,,19520,,,25900,,,35080,,,1,-1,-1,1,-1,-1,1,-1,-1
A,2018,2,E,E3,4631,,,5109,,,21000,,,29020,,,39990,,,1,-1,-1,1,-1,-1,1,-1,-1
A,2018,2,E,E4,20880,,,21440,,,24810,,,36080,,,51010,,,1,-1,-1,1,-1,-1,1,-1,-1
A,2018,2,E,E5,9378,,,8414,,,31800,,,46690,,,66340,,,1,-1,-1,1,-1,-1,1,-1,-1
A,2018,2,E,E6,4121,,,3985,,,36780,,,52860,,,76880,,,1,-1,-1,1,-1,-1,1,-1,-1
A,2018,2,E,E7-E9,6037,,,5323,,,43090,,,62290,,,87390,,,1,-1,-1,1,-1,-1,1,-1,-1
A,2020,2,E,E1,4219,,,3740,,,19170,,,25860,,,35730,,,1,-1,-1,1,-1,-1,1,-1,-1
A,2020,2,E,E2,3471,,,3127,,,19020,,,26150,,,35650,,,1,-1,-1,1,-1,-1,1,-1,-1
A,2020,2,E,E3,4409,,,4278,,,20280,,,28220,,,39010,,,1,-1,-1,1,-1,-1,1,-1,-1
A,2020,2,E,E4,20260,,,18870,,,24250,,,34810,,,48550,,,1,-1,-1,1,-1,-1,1,-1,-1
A,2020,2,E,E5,10240,,,8853,,,29370,,,42880,,,60240,,,1,-1,-1,1,-1,-1,1,-1,-1
A,2020,2,E,E6,4004,,,3732,,,34190,,,49890,,,72660,,,1,-1,-1,1,-1,-1,1,-1,-1
A,2020,2,E,E7-E9,5389,,,5072,,,41270,,,61220,,,85920,,,1,-1,-1,1,-1,-1,1,-1,-1
C,2002,2,E,E1,,,,,,,,,,,,,,,,-1,-1,-1,5,5,5,-1,-1,-1
C,2002,2,E,E2,83,110,84,58,50,61,18140,28950,33950,23850,36830,43210,28550,55950,56070,1,1,1,1,1,1,1,1,1
C,2002,2,E,E3,205,236,240,150,126,117,23040,29310,33530,30950,40170,52410,40290,53330,75490,1,1,1,1,1,1,1,1,1
C,2002,2,E,E4,785,933,976,619,456,411,24280,35560,42540,35500,49870,61660,48430,68960,86050,1,1,1,1,1,1,1,1,1
C,2002,2,E,E5,510,673,721,444,302,280,27000,42370,51200,41430,60720,73700,54120,79620,102700,1,1,1,1,1,1,1,1,1
C,2002,2,E,E6,398,397,403,212,210,213,32040,41050,46830,47900,57970,66870,68860,80600,93750,1,1,1,1,1,1,1,1,1
C,2002,2,E,E7-E9,473,504,494,266,240,248,36320,45660,49440,51690,66400,72110,68780,85910,93830,1,1,1,1,1,1,1,1,1
C,2004,2,E,E1,,,,,,,,,,,,,,,,-1,-1,-1,5,5,5,-1,-1,-1
C,2004,2,E,E2,57,,81,,,,21360,,36360,30150,,50120,44400,,75230,1,5,1,5,5,5,1,5,1
C,2004,2,E,E3,198,174,240,135,155,125,19570,32590,33150,26050,45960,45960,33860,60450,73110,1,1,1,1,1,1,1,1,1
C,2004,2,E,E4,951,1007,1172,663,642,490,22920,35470,41350,33020,50850,59450,47290,68370,84500,1,1,1,1,1,1,1,1,1
C,2004,2,E,E5,610,658,721,475,404,344,28090,40620,52190,41840,59240,71880,59180,80570,98250,1,1,1,1,1,1,1,1,1
C,2004,2,E,E6,366,382,366,231,212,226,36440,45110,48160,52080,65120,67610,69340,85150,95970,1,1,1,1,1,1,1,1,1
C,2004,2,E,E7-E9,447,473,450,223,213,236,37990,46400,47990,53860,65500,68520,72930,87700,90940,1,1,1,1,1,1,1,1,1
C,2006,2,E,E1,,,,,,,,,,,,,,,,5,5,5,5,5,5,5,5,5
C,2006,2,E,E2,,60,54,,,,,23850,28950,,36680,41770,,59240,57970,5,1,1,5,5,5,5,1,1
C,2006,2,E,E3,205,202,246,131,140,110,20430,30870,40990,29080,43400,57370,40090,62920,79550,1,1,1,1,1,1,1,1,1
C,2006,2,E,E4,960,1000,1165,659,633,460,25970,34540,42950,36700,50250,62020,51200,74130,86400,1,1,1,1,1,1,1,1,1
C,2006,2,E,E5,646,699,779,483,430,344,30440,42230,53990,46370,62230,75830,63290,86290,107600,1,1,1,1,1,1,1,1,1
C,2006,2,E,E6,398,380,381,218,207,196,34360,40980,49180,51030,63260,70230,72420,89040,96550,1,1,1,1,1,1,1,1,1
C,2006,2,E,E7-E9,550,558,520,309,320,340,38280,47070,51150,54660,67550,74430,74960,90870,98170,1,1,1,1,1,1,1,1,1
C,2008,2,E,E1,,,,,,,,,,,,,,,,-1,-1,-1,5,5,5,-1,-1,-1
C,2008,2,E,E2,,54,58,52,,,,27600,32120,,35590,46960,,54810,74960,5,1,1,1,5,5,5,1,1
C,2008,2,E,E3,93,139,154,170,103,86,20970,27760,37040,27840,40860,56020,41950,51550,78200,1,1,1,1,1,1,1,1,1
C,2008,2,E,E4,459,700,796,684,426,349,25410,33770,41430,36310,48060,62460,51550,69240,91370,1,1,1,1,1,1,1,1,1
C,2008,2,E,E5,452,645,768,590,371,276,32120,42110,51860,49410,62000,75970,66750,85520,104100,1,1,1,1,1,1,1,1,1
C,2008,2,E,E6,311,371,358,249,192,186,37680,45190,54520,57130,66280,79980,78480,92160,109000,1,1,1,1,1,1,1,1,1
C,2008,2,E,E7-E9,439,497,473,331,301,310,40300,44760,48280,59160,62860,71360,81150,87470,96080,1,1,1,1,1,1,1,1,1
C,2010,2,E,E1,,,,,,,,,,,,,,,,5,5,5,5,5,5,5,5,5
C,2010,2,E,E2,,76,51,63,,,,32280,28570,,46320,43210,,73110,74350,5,1,1,1,5,5,5,1,1
C,2010,2,E,E3,135,203,220,207,133,117,21900,31580,42750,28810,42980,55860,40220,57130,80710,1,1,1,1,1,1,1,1,1
C,2010,2,E,E4,467,974,1015,1013,521,454,24340,32290,43970,33370,47900,64560,46660,68880,92600,1,1,1,1,1,1,1,1,1
C,2010,2,E,E5,354,654,662,662,351,355,29260,38200,53430,47240,58000,74170,63680,82620,104500,1,1,1,1,1,1,1,1,1
C,2010,2,E,E6,270,362,342,283,208,221,30270,41450,47390,45530,60340,70730,65940,81040,99760,1,1,1,1,1,1,1,1,1
C,2010,2,E,E7-E9,437,474,460,352,272,333,36520,41680,47980,54700,61700,71480,78860,84430,97000,1,1,1,1,1,1,1,1,1
C,2012,2,E,E1,,,,,,,,,,,,,,,,-1,-1,-1,5,5,-1,-1,-1,-1
C,2012,2,E,E2,,,,,,,,,,,,,,,,5,5,-1,5,5,-1,5,5,-1
C,2012,2,E,E3,123,176,,170,103,,20960,31200,,30030,41190,,37500,53600,,1,1,-1,1,1,-1,1,1,-1
C,2012,2,E,E4,503,807,,738,446,,25070,37120,,36910,56090,,54030,77850,,1,1,-1,1,1,-1,1,1,-1
C,2012,2,E,E5,405,583,,498,307,,30290,43510,,42420,62440,,58380,86260,,1,1,-1,1,1,-1,1,1,-1
C,2012,2,E,E6,270,336,,273,203,,32860,46230,,47980,62620,,67730,84210,,1,1,-1,1,1,-1,1,1,-1
C,2012,2,E,E7-E9,460,509,,373,328,,38060,46080,,52690,62190,,72580,86540,,1,1,-1,1,1,-1,1,1,-1
C,2014,2,E,E1,,,,,,,,,,,,,,,,-1,-1,-1,5,5,-1,-1,-1,-1
C,2014,2,E,E2,,,,,,,,,,,,,,,,5,5,-1,5,5,-1,5,5,-1
C,2014,2,E,E3,79,87,,79,58,,21290,38160,,31090,52730,,46320,70240,,1,1,-1,1,1,-1,1,1,-1
C,2014,2,E,E4,413,592,,531,351,,29010,37310,,42240,58990,,58220,79750,,1,1,-1,1,1,-1,1,1,-1
C,2014,2,E,E5,313,424,,358,243,,33140,43720,,47880,63240,,64140,85890,,1,1,-1,1,1,-1,1,1,-1
C,2014,2,E,E6,291,323,,244,199,,35030,40750,,50580,60230,,69420,83770,,1,1,-1,1,1,-1,1,1,-1
C,2014,2,E,E7-E9,570,620,,419,369,,36970,49200,,53420,66840,,74150,89210,,1,1,-1,1,1,-1,1,1,-1
C,2016,2,E,E1,,,,,,,,,,,,,,,,5,5,-1,5,5,-1,5,5,-1
C,2016,2,E,E2,,,,,,,,,,,,,,,,5,5,-1,5,5,-1,5,5,-1
C,2016,2,E,E3,97,122,,87,69,,22810,27840,,32720,39100,,53600,62060,,1,1,-1,1,1,-1,1,1,-1
C,2016,2,E,E4,502,689,,548,380,,26400,38130,,41490,57950,,55550,80250,,1,1,-1,1,1,-1,1,1,-1
C,2016,2,E,E5,512,612,,431,323,,31180,45240,,46750,67000,,64870,89960,,1,1,-1,1,1,-1,1,1,-1
C,2016,2,E,E6,266,297,,221,188,,38950,45940,,53090,63460,,70620,85420,,1,1,-1,1,1,-1,1,1,-1
C,2016,2,E,E7-E9,380,415,,316,268,,42990,47770,,58780,64630,,79090,91790,,1,1,-1,1,1,-1,1,1,-1
C,2018,2,E,E1,,,,,,,,,,,,,,,,5,-1,-1,5,-1,-1,5,-1,-1
C,2018,2,E,E2,52,,,,,,25920,,,34790,,,45240,,,1,-1,-1,5,-1,-1,1,-1,-1
C,2018,2,E,E3,150,,,121,,,22580,,,34610,,,45060,,,1,-1,-1,1,-1,-1,1,-1,-1
C,2018,2,E,E4,594,,,605,,,29060,,,42980,,,61400,,,1,-1,-1,1,-1,-1,1,-1,-1
C,2018,2,E,E5,594,,,536,,,35000,,,51090,,,72980,,,1,-1,-1,1,-1,-1,1,-1,-1
C,2018,2,E,E6,236,,,246,,,42540,,,62060,,,79880,,,1,-1,-1,1,-1,-1,1,-1,-1
C,2018,2,E,E7-E9,427,,,349,,,43110,,,62060,,,84000,,,1,-1,-1,1,-1,-1,1,-1,-1
C,2020,2,E,E1,,,,,,,,,,,,,,,,5,-1,-1,5,-1,-1,5,-1,-1
C,2020,2,E,E2,,,,,,,,,,,,,,,,5,-1,-1,5,-1,-1,5,-1,-1
C,2020,2,E,E3,172,,,139,,,23300,,,34420,,,48470,,,1,-1,-1,1,-1,-1,1,-1,-1
C,2020,2,E,E4,803,,,657,,,27890,,,41980,,,57180,,,1,-1,-1,1,-1,-1,1,-1,-1
C,2020,2,E,E5,557,,,544,,,30270,,,49350,,,66530,,,1,-1,-1,1,-1,-1,1,-1,-1
C,2020,2,E,E6,348,,,330,,,36260,,,52690,,,70950,,,1,-1,-1,1,-1,-1,1,-1,-1
C,2020,2,E,E7-E9,486,,,457,,,42910,,,61650,,,79550,,,1,-1,-1,1,-1,-1,1,-1,-1
F,2002,2,E,E1,781,985,935,769,587,636,18230,24520,28420,24110,34150,42600,32180,46410,59480,1,1,1,1,1,1,1,1,1
F,2002,2,E,E2,830,1129,1066,954,683,741,18600,24440,28740,24190,34110,41470,32590,46160,57680,1,1,1,1,1,1,1,1,1
F,2002,2,E,E3,2068,2775,2573,2512,1810,2004,19570,25000,30750,26480,36990,45060,36410,51080,63510,1,1,1,1,1,1,1,1,1
F,2002,2,E,E4,5871,8155,8202,5976,3682,3655,24350,35930,44810,35970,51770,64110,51470,71630,89720,1,1,1,1,1,1,1,1,1
F,2002,2,E,E5,3797,4609,4667,3218,2398,2363,33550,45240,52750,48950,63740,75380,70400,88600,105300,1,1,1,1,1,1,1,1,1
F,2002,2,E,E6,3711,4046,3875,1738,1393,1565,35640,46410,50030,51600,63970,69690,72530,86160,94370,1,1,1,1,1,1,1,1,1
F,2002,2,E,E7-E9,8728,9660,9240,3584,2646,3088,44000,56590,62700,63530,77660,86060,86640,102000,111000,1,1,1,1,1,1,1,1,1
F,2004,2,E,E1,992,901,1119,770,850,678,19240,26320,30610,25860,36400,44520,35260,50610,64570,1,1,1,1,1,1,1,1,1
F,2004,2,E,E2,1296,1161,1408,955,1088,844,18810,25240,30010,25900,36700,43900,35790,52520,62950,1,1,1,1,1,1,1,1,1
F,2004,2,E,E3,4129,4046,4831,3501,3593,2820,19750,29400,34820,27870,42610,52170,39820,61810,75890,1,1,1,1,1,1,1,1,1
F,2004,2,E,E4,9692,10500,11980,7597,6820,5332,23210,37620,43820,35090,53950,63090,51280,74810,88700,1,1,1,1,1,1,1,1,1
F,2004,2,E,E5,7091,7696,8202,4464,3862,3343,32580,47520,54230,48780,67050,76070,69830,91690,105000,1,1,1,1,1,1,1,1,1
F,2004,2,E,E6,4575,4626,4514,1995,1939,2041,38080,48600,49760,54210,67300,69760,74760,91670,95700,1,1,1,1,1,1,1,1,1
F,2004,2,E,E7-E9,11220,11660,11220,3889,3443,3886,47400,61410,64440,66740,82980,87000,90070,107900,111300,1,1,1,1,1,1,1,1,1
F,2006,2,E,E1,883,781,878,568,638,540,20420,24120,30770,28270,35280,45130,38660,51100,67360,1,1,1,1,1,1,1,1,1
F,2006,2,E,E2,861,845,1029,693,699,531,19780,25210,30820,26730,35450,44700,38050,51350,62770,1,1,1,1,1,1,1,1,1
F,2006,2,E,E3,2242,2210,2741,2032,2046,1536,21080,27110,33380,29310,38420,48440,40330,54490,69240,1,1,1,1,1,1,1,1,1
F,2006,2,E,E4,10670,11290,13050,7716,7077,5331,26180,36540,45210,38620,54180,64970,56260,76950,91760,1,1,1,1,1,1,1,1,1
F,2006,2,E,E5,8674,9023,9716,5103,4732,4056,33910,46680,53460,50810,66620,75950,71250,92240,104800,1,1,1,1,1,1,1,1,1
F,2006,2,E,E6,4571,4579,4518,2026,2014,2081,38510,48600,51020,54870,66890,71720,75010,89750,96270,1,1,1,1,1,1,1,1,1
F,2006,2,E,E7-E9,10620,10920,10570,3662,3349,3719,46320,58740,62720,65290,78260,84860,87120,100900,108700,1,1,1,1,1,1,1,1,1
F,2008,2,E,E1,440,707,778,775,540,441,20040,25060,30440,24770,34710,45120,32280,48940,62500,1,1,1,1,1,1,1,1,1
F,2008,2,E,E2,421,733,829,864,582,476,20430,24920,31260,26150,34760,45690,36020,48280,64370,1,1,1,1,1,1,1,1,1
F,2008,2,E,E3,1183,1963,2320,2460,1673,1326,21230,24960,33780,28350,36540,49130,41520,54290,70660,1,1,1,1,1,1,1,1,1
F,2008,2,E,E4,5204,8039,9149,7806,4973,3889,28000,34540,45610,42720,51260,65310,63880,72600,92470,1,1,1,1,1,1,1,1,1
F,2008,2,E,E5,5752,7506,8007,5949,4180,3681,38980,44940,55040,58250,64790,78130,81040,90940,107300,1,1,1,1,1,1,1,1,1
