svc,cohort,cohort_years,paygrade_level,paygrade,y1_emp,y5_emp,y10_emp,y1_nonemp,y5_nonemp,y10_nonemp,y1_p25_earnings,y5_p25_earnings,y10_p25_earnings,y1_p50_earnings,y5_p50_earnings,y10_p50_earnings,y1_p75_earnings,y5_p75_earnings,y10_p75_earnings,status_y1_emp,status_y5_emp,status_y10_emp,status_y1_nonemp,status_y5_nonemp,status_y10_nonemp,status_y1_earn,status_y5_earn,status_y10_earn
F,2008,2,E,E6,2563,2831,2842,1759,1505,1486,42050,46810,52780,62060,65640,74540,86070,92230,99930,1,1,1,1,1,1,1,1,1
F,2008,2,E,E7-E9,7626,8216,7970,3238,2657,2901,51820,57920,65250,73160,77470,87040,96040,100000,110400,1,1,1,1,1,1,1,1,1
F,2010,2,E,E1,717,1073,1035,1025,636,649,20360,24460,31860,25780,34350,46480,35140,49290,63510,1,1,1,1,1,1,1,1,1
F,2010,2,E,E2,781,1284,1316,1292,783,767,20750,24970,31630,27030,35170,47120,38800,49480,65560,1,1,1,1,1,1,1,1,1
F,2010,2,E,E3,1503,2780,2946,3244,1971,1809,21010,26430,34500,28360,38050,49760,42230,53030,71550,1,1,1,1,1,1,1,1,1
F,2010,2,E,E4,3913,7385,8096,8115,4643,3924,25540,34560,45500,39250,49690,65950,63570,69270,92500,1,1,1,1,1,1,1,1,1
F,2010,2,E,E5,4224,6192,6352,5671,3721,3511,34990,42180,53930,55170,60720,75740,81200,84790,105000,1,1,1,1,1,1,1,1,1
F,2010,2,E,E6,2162,2582,2550,1899,1487,1518,37560,44720,51550,58490,63170,74500,83420,88570,101700,1,1,1,1,1,1,1,1,1
F,2010,2,E,E7-E9,9113,10180,9905,4916,3868,4145,46380,54480,62720,67890,75490,84850,89810,97220,109000,1,1,1,1,1,1,1,1,1
F,2012,2,E,E1,572,812,,659,450,,19870,26070,,25480,37370,,34550,52570,,1,1,-1,1,1,-1,1,1,-1
F,2012,2,E,E2,818,1225,,1030,627,,20270,26950,,26510,38130,,35590,52660,,1,1,-1,1,1,-1,1,1,-1
F,2012,2,E,E3,2001,3130,,2989,1877,,20890,27870,,28680,39560,,39870,56160,,1,1,-1,1,1,-1,1,1,-1
F,2012,2,E,E4,5260,8817,,8836,5267,,24380,34490,,35640,50390,,52720,70480,,1,1,-1,1,1,-1,1,1,-1
F,2012,2,E,E5,4636,6735,,6605,4532,,31400,41670,,46440,59140,,67880,82130,,1,1,-1,1,1,-1,1,1,-1
F,2012,2,E,E6,2388,2878,,2415,1914,,34690,43540,,49520,61530,,72860,84730,,1,1,-1,1,1,-1,1,1,-1
F,2012,2,E,E7-E9,6130,7061,,4242,3314,,43170,53850,,62780,74200,,85690,96990,,1,1,-1,1,1,-1,1,1,-1
F,2014,2,E,E1,492,561,,382,323,,20920,27110,,28390,40660,,37160,56600,,1,1,-1,1,1,-1,1,1,-1
F,2014,2,E,E2,821,953,,648,512,,20660,28090,,27600,39780,,38080,55230,,1,1,-1,1,1,-1,1,1,-1
F,2014,2,E,E3,1850,2405,,2031,1504,,21830,30520,,29940,43650,,42250,61150,,1,1,-1,1,1,-1,1,1,-1
F,2014,2,E,E4,6943,10030,,8945,5861,,25900,37250,,38840,54580,,55740,76850,,1,1,-1,1,1,-1,1,1,-1
F,2014,2,E,E5,7499,9853,,7971,5608,,33100,45870,,48930,64290,,68910,87680,,1,1,-1,1,1,-1,1,1,-1
F,2014,2,E,E6,3302,3884,,2929,2353,,37250,47490,,53800,65760,,74210,88480,,1,1,-1,1,1,-1,1,1,-1
F,2014,2,E,E7-E9,6801,7634,,4282,3454,,44860,57430,,63820,77630,,86080,101500,,1,1,-1,1,1,-1,1,1,-1
F,2016,2,E,E1,390,445,,305,254,,21810,25940,,30170,37370,,40040,56000,,1,1,-1,1,1,-1,1,1,-1
F,2016,2,E,E2,584,712,,534,391,,21420,27600,,29080,39890,,38740,53790,,1,1,-1,1,1,-1,1,1,-1
F,2016,2,E,E3,1359,1664,,1398,1074,,21400,29830,,30340,42900,,44230,63000,,1,1,-1,1,1,-1,1,1,-1
F,2016,2,E,E4,6281,8693,,7299,4912,,27380,38480,,41540,55460,,61780,77920,,1,1,-1,1,1,-1,1,1,-1
F,2016,2,E,E5,6255,7911,,6090,4426,,36220,46840,,55370,66530,,76920,90950,,1,1,-1,1,1,-1,1,1,-1
F,2016,2,E,E6,2427,2803,,2209,1837,,39970,49480,,58980,69090,,82930,93350,,1,1,-1,1,1,-1,1,1,-1
F,2016,2,E,E7-E9,5492,6147,,3494,2848,,50570,60060,,73280,82690,,95810,107100,,1,1,-1,1,1,-1,1,1,-1
F,2018,2,E,E1,475,,,337,,,20750,,,29200,,,38630,,,1,-1,-1,1,-1,-1,1,-1,-1
F,2018,2,E,E2,789,,,645,,,21210,,,29050,,,41100,,,1,-1,-1,1,-1,-1,1,-1,-1
F,2018,2,E,E3,1495,,,1686,,,21980,,,32070,,,45140,,,1,-1,-1,1,-1,-1,1,-1,-1
F,2018,2,E,E4,6360,,,7082,,,28950,,,44510,,,66370,,,1,-1,-1,1,-1,-1,1,-1,-1
F,2018,2,E,E5,6593,,,6138,,,39010,,,58730,,,82500,,,1,-1,-1,1,-1,-1,1,-1,-1
F,2018,2,E,E6,2804,,,2378,,,45830,,,68380,,,92860,,,1,-1,-1,1,-1,-1,1,-1,-1
F,2018,2,E,E7-E9,5605,,,3443,,,57740,,,81460,,,105600,,,1,-1,-1,1,-1,-1,1,-1,-1
F,2020,2,E,E1,336,,,283,,,19910,,,28170,,,36970,,,1,-1,-1,1,-1,-1,1,-1,-1
F,2020,2,E,E2,641,,,489,,,19920,,,28650,,,38150,,,1,-1,-1,1,-1,-1,1,-1,-1
F,2020,2,E,E3,1697,,,1995,,,21520,,,31070,,,43850,,,1,-1,-1,1,-1,-1,1,-1,-1
F,2020,2,E,E4,6682,,,8003,,,26300,,,40190,,,58820,,,1,-1,-1,1,-1,-1,1,-1,-1
F,2020,2,E,E5,5553,,,5748,,,35600,,,53740,,,76790,,,1,-1,-1,1,-1,-1,1,-1,-1
F,2020,2,E,E6,2544,,,2618,,,44610,,,63710,,,86710,,,1,-1,-1,1,-1,-1,1,-1,-1
F,2020,2,E,E7-E9,5550,,,3825,,,54840,,,78710,,,103600,,,1,-1,-1,1,-1,-1,1,-1,-1
M,2002,2,E,E1,245,310,290,255,183,204,20250,24790,31340,28040,34510,45990,36690,52350,68070,1,1,1,1,1,1,1,1,1
M,2002,2,E,E2,575,728,645,525,396,464,19590,26940,32510,26060,38740,45200,35240,54290,65020,1,1,1,1,1,1,1,1,1
M,2002,2,E,E3,3032,3800,3589,2676,1916,2132,21110,29130,34470,29430,42290,50440,39890,57720,71830,1,1,1,1,1,1,1,1,1
M,2002,2,E,E4,8504,10830,10810,6524,4201,4209,23760,34960,42510,33180,49110,59740,45060,67150,83960,1,1,1,1,1,1,1,1,1
M,2002,2,E,E5,6064,7492,7592,4092,2646,2557,26970,41880,52060,39090,58910,73390,54480,78640,100800,1,1,1,1,1,1,1,1,1
M,2002,2,E,E6,1237,1339,1318,580,457,497,36940,49280,53850,52840,69330,77460,73500,96630,111300,1,1,1,1,1,1,1,1,1
M,2002,2,E,E7-E9,2327,2453,2370,933,813,923,40410,51660,56170,57520,70980,78800,79390,98630,108700,1,1,1,1,1,1,1,1,1
M,2004,2,E,E1,321,299,333,254,279,239,19960,26080,29140,28440,38830,42430,40520,55640,64240,1,1,1,1,1,1,1,1,1
M,2004,2,E,E2,751,662,803,559,644,502,20280,26930,31580,28970,37700,46710,39290,52930,67620,1,1,1,1,1,1,1,1,1
M,2004,2,E,E3,3788,3545,4114,2737,2965,2372,20940,29330,35490,29680,42390,50580,40300,59440,71680,1,1,1,1,1,1,1,1,1
M,2004,2,E,E4,10830,11120,12770,6894,6611,4944,23900,35940,43330,34240,50600,61310,47000,69590,85590,1,1,1,1,1,1,1,1,1
M,2004,2,E,E5,6293,6684,7320,3596,3232,2597,27980,43580,53300,41650,61540,74440,59580,83780,102000,1,1,1,1,1,1,1,1,1
M,2004,2,E,E6,1427,1450,1451,575,557,570,36960,51080,53850,53140,69830,75260,74520,95140,103800,1,1,1,1,1,1,1,1,1
M,2004,2,E,E7-E9,2583,2636,2519,935,866,991,43100,56810,58160,62510,80340,84200,89220,109900,114400,1,1,1,1,1,1,1,1,1
M,2006,2,E,E1,274,247,272,250,268,232,22190,24790,31790,31090,37820,44680,46130,52350,65850,1,1,1,1,1,1,1,1,1
M,2006,2,E,E2,637,584,693,590,651,518,19350,24900,30120,27100,35500,46330,36760,49820,63900,1,1,1,1,1,1,1,1,1
M,2006,2,E,E3,3364,3088,3778,2559,2841,2164,21890,28760,37400,30650,41760,52260,42590,59630,73530,1,1,1,1,1,1,1,1,1
M,2006,2,E,E4,10870,10960,12970,7316,7215,5191,24260,34030,44360,34980,49150,62660,48960,68790,86840,1,1,1,1,1,1,1,1,1
M,2006,2,E,E5,7643,8198,9171,4712,4169,3199,29300,42330,54410,43490,59730,76170,62070,83810,103500,1,1,1,1,1,1,1,1,1
M,2006,2,E,E6,1433,1385,1439,621,664,600,38270,51180,57270,56710,73660,83560,79540,99170,110000,1,1,1,1,1,1,1,1,1
M,2006,2,E,E7-E9,2020,2038,1900,719,723,829,47310,58330,60240,70250,82350,85120,95140,109700,111200,1,1,1,1,1,1,1,1,1
M,2008,2,E,E1,127,160,220,289,209,196,20450,22980,32720,29900,32400,50700,40900,46960,72250,1,1,1,1,1,1,1,1,1
M,2008,2,E,E2,265,538,597,750,495,426,20980,25550,31910,28190,36790,46700,37100,52000,67380,1,1,1,1,1,1,1,1,1
M,2008,2,E,E3,1803,3463,4093,4443,2768,2166,22430,26940,36560,29950,38340,52750,41530,54880,74720,1,1,1,1,1,1,1,1,1
M,2008,2,E,E4,6013,10510,12020,10620,6087,4602,24520,31730,44880,34970,45860,62950,49490,64370,87400,1,1,1,1,1,1,1,1,1
M,2008,2,E,E5,3798,5946,6555,4987,2835,2242,29960,40210,54460,44840,57940,77190,66430,80400,105400,1,1,1,1,1,1,1,1,1
M,2008,2,E,E6,918,1086,1103,666,500,475,43340,50370,58900,61740,70480,83010,88710,97770,114000,1,1,1,1,1,1,1,1,1
M,2008,2,E,E7-E9,1751,1777,1790,796,739,758,55160,59150,63730,77360,80500,87310,103300,105100,110900,1,1,1,1,1,1,1,1,1
M,2010,2,E,E1,147,214,231,315,219,218,19320,27360,30850,25230,36710,44950,44350,47060,65770,1,1,1,1,1,1,1,1,1
M,2010,2,E,E2,394,717,760,861,542,513,21930,26300,34520,28330,38190,49740,38060,53840,70870,1,1,1,1,1,1,1,1,1
M,2010,2,E,E3,2695,5546,5986,6706,3885,3444,21890,27940,37650,30140,40060,53640,42210,56430,74780,1,1,1,1,1,1,1,1,1
M,2010,2,E,E4,7927,15640,16600,15740,8057,7078,24120,33140,45240,34150,47130,63470,49490,65000,87320,1,1,1,1,1,1,1,1,1
M,2010,2,E,E5,3396,5747,6067,5015,2683,2353,29980,40570,54030,46850,57840,76570,71390,80860,104800,1,1,1,1,1,1,1,1,1
M,2010,2,E,E6,934,1201,1240,933,648,627,38940,46190,54000,61120,64400,78380,91400,92650,108000,1,1,1,1,1,1,1,1,1
M,2010,2,E,E7-E9,1527,1659,1604,949,814,875,47000,53510,60650,71290,75410,85220,98430,101700,110300,1,1,1,1,1,1,1,1,1
M,2012,2,E,E1,160,220,,199,144,,20500,25260,,27570,35510,,37020,51530,,1,1,-1,1,1,-1,1,1,-1
M,2012,2,E,E2,457,739,,821,534,,19980,28160,,26570,39530,,38100,53490,,1,1,-1,1,1,-1,1,1,-1
M,2012,2,E,E3,3399,5552,,5778,3632,,21540,29410,,29050,42360,,40870,58550,,1,1,-1,1,1,-1,1,1,-1
M,2012,2,E,E4,11090,18520,,16440,9021,,23500,34420,,33200,49420,,47420,67800,,1,1,-1,1,1,-1,1,1,-1
M,2012,2,E,E5,5574,8062,,6269,3775,,28880,42290,,43430,59640,,63330,81580,,1,1,-1,1,1,-1,1,1,-1
M,2012,2,E,E6,1487,1886,,1411,1047,,35310,46600,,52090,65580,,77470,90840,,1,1,-1,1,1,-1,1,1,-1
M,2012,2,E,E7-E9,1748,1916,,1176,1012,,42790,51910,,62250,73480,,85600,98140,,1,1,-1,1,1,-1,1,1,-1
M,2014,2,E,E1,121,179,,166,128,,20450,25130,,26050,38140,,35100,59340,,1,1,-1,1,1,-1,1,1,-1
M,2014,2,E,E2,536,666,,553,404,,21190,27240,,27820,39580,,38330,53570,,1,1,-1,1,1,-1,1,1,-1
M,2014,2,E,E3,2870,4028,,3644,2481,,21720,29910,,29600,43280,,39890,60610,,1,1,-1,1,1,-1,1,1,-1
M,2014,2,E,E4,12160,17410,,13400,8158,,23530,36180,,33470,51390,,46530,70360,,1,1,-1,1,1,-1,1,1,-1
M,2014,2,E,E5,7520,10090,,7021,4439,,29260,43640,,42910,62320,,61680,84770,,1,1,-1,1,1,-1,1,1,-1
M,2014,2,E,E6,2342,2915,,1993,1452,,37020,49040,,53460,69180,,75530,95350,,1,1,-1,1,1,-1,1,1,-1
M,2014,2,E,E7-E9,2095,2403,,1485,1218,,43530,54610,,63620,77840,,85620,103600,,1,1,-1,1,1,-1,1,1,-1
M,2016,2,E,E1,136,166,,126,96,,19370,26990,,24880,42060,,33190,56070,,1,1,-1,1,1,-1,1,1,-1
M,2016,2,E,E2,578,681,,525,411,,20280,26870,,27330,37410,,36620,52150,,1,1,-1,1,1,-1,1,1,-1
M,2016,2,E,E3,3161,4017,,3149,2299,,22640,31190,,31790,44190,,43440,60460,,1,1,-1,1,1,-1,1,1,-1
M,2016,2,E,E4,11680,15410,,10900,7170,,24120,35310,,34900,50470,,48690,69390,,1,1,-1,1,1,-1,1,1,-1
M,2016,2,E,E5,8327,10710,,6970,4579,,29110,42880,,43610,61360,,62330,83660,,1,1,-1,1,1,-1,1,1,-1
M,2016,2,E,E6,1450,1716,,1149,886,,39630,49980,,57420,69830,,82430,97210,,1,1,-1,1,1,-1,1,1,-1
M,2016,2,E,E7-E9,1868,2074,,1335,1173,,45110,54770,,66890,76400,,90710,102300,,1,1,-1,1,1,-1,1,1,-1
M,2018,2,E,E1,110,,,117,,,23250,,,28490,,,37040,,,1,-1,-1,1,-1,-1,1,-1,-1
M,2018,2,E,E2,520,,,443,,,21270,,,29000,,,40740,,,1,-1,-1,1,-1,-1,1,-1,-1
M,2018,2,E,E3,3033,,,2712,,,22760,,,32350,,,44290,,,1,-1,-1,1,-1,-1,1,-1,-1
M,2018,2,E,E4,11660,,,9309,,,25650,,,37670,,,52640,,,1,-1,-1,1,-1,-1,1,-1,-1
M,2018,2,E,E5,9029,,,7224,,,30470,,,45850,,,66230,,,1,-1,-1,1,-1,-1,1,-1,-1
M,2018,2,E,E6,1305,,,1008,,,42170,,,63080,,,86090,,,1,-1,-1,1,-1,-1,1,-1,-1
M,2018,2,E,E7-E9,1714,,,1245,,,51660,,,75080,,,99490,,,1,-1,-1,1,-1,-1,1,-1,-1
M,2020,2,E,E1,127,,,119,,,20660,,,27950,,,41690,,,1,-1,-1,1,-1,-1,1,-1,-1
M,2020,2,E,E2,693,,,474,,,21980,,,30800,,,41360,,,1,-1,-1,1,-1,-1,1,-1,-1
M,2020,2,E,E3,4712,,,3266,,,22830,,,32570,,,44520,,,1,-1,-1,1,-1,-1,1,-1,-1
M,2020,2,E,E4,14660,,,10220,,,25740,,,37260,,,50840,,,1,-1,-1,1,-1,-1,1,-1,-1
M,2020,2,E,E5,7500,,,5271,,,31040,,,45920,,,64980,,,1,-1,-1,1,-1,-1,1,-1,-1
M,2020,2,E,E6,1555,,,1141,,,39600,,,59210,,,83650,,,1,-1,-1,1,-1,-1,1,-1,-1
M,2020,2,E,E7-E9,1772,,,1308,,,50230,,,72080,,,96060,,,1,-1,-1,1,-1,-1,1,-1,-1
N,2002,2,E,E1,373,526,499,568,413,457,17200,22060,26730,22420,31360,38510,30230,44050,56760,1,1,1,1,1,1,1,1,1
N,2002,2,E,E2,712,937,834,969,741,851,18800,23490,27510,24940,33290,40840,33010,47570,60400,1,1,1,1,1,1,1,1,1
N,2002,2,E,E3,2931,3896,3662,4047,3078,3310,19370,24620,29110,25760,35790,42950,35450,49630,61720,1,1,1,1,1,1,1,1,1
N,2002,2,E,E4,7243,9906,9696,7801,5144,5364,21920,30570,36620,31000,44390,53260,43620,61760,76960,1,1,1,1,1,1,1,1,1
N,2002,2,E,E5,7387,9617,9645,6288,4041,4036,26570,38400,46440,39950,55820,68510,58520,78710,97350,1,1,1,1,1,1,1,1,1
N,2002,2,E,E6,8357,8962,8424,3437,2847,3392,34930,45060,47580,49670,61740,66880,69530,84960,94630,1,1,1,1,1,1,1,1,1
N,2002,2,E,E7-E9,5830,6219,5903,2266,1865,2170,42070,52970,58290,61280,74510,82980,84630,99400,109800,1,1,1,1,1,1,1,1,1
N,2004,2,E,E1,403,326,454,375,444,316,18050,23290,27350,23740,32420,38860,32450,46940,56590,1,1,1,1,1,1,1,1,1
N,2004,2,E,E2,874,737,944,734,861,684,18170,23770,27920,24980,34060,41050,34780,47540,59620,1,1,1,1,1,1,1,1,1
N,2004,2,E,E3,5084,4899,5916,4924,5095,4119,19090,26740,30660,26230,37970,44630,36290,53130,64850,1,1,1,1,1,1,1,1,1
N,2004,2,E,E4,11310,11800,13630,10480,9989,8156,21690,31660,37630,31610,45570,54590,44480,64010,78370,1,1,1,1,1,1,1,1,1
N,2004,2,E,E5,8865,9478,10640,7793,7152,5988,25980,40080,46520,40210,57690,68220,59300,80980,96510,1,1,1,1,1,1,1,1,1
N,2004,2,E,E6,8239,8291,8153,3794,3753,3884,35460,46420,48630,50700,64270,68680,71320,88730,95870,1,1,1,1,1,1,1,1,1
N,2004,2,E,E7-E9,6623,6827,6539,2651,2441,2738,42950,55520,58680,62230,78140,84040,86330,105100,110000,1,1,1,1,1,1,1,1,1
N,2006,2,E,E1,429,442,583,560,539,415,18410,23030,28100,23750,31820,41150,31540,44360,58530,1,1,1,1,1,1,1,1,1
N,2006,2,E,E2,1005,962,1177,946,1007,776,19390,24380,29690,25710,34220,43610,35700,48550,62820,1,1,1,1,1,1,1,1,1
N,2006,2,E,E3,6454,6363,8037,5975,6069,4392,20320,25960,32410,28010,37770,46890,38620,53000,66710,1,1,1,1,1,1,1,1,1
N,2006,2,E,E4,11600,11700,14140,8388,8318,5859,23800,32050,40250,34750,46540,57560,49160,65430,81510,1,1,1,1,1,1,1,1,1
N,2006,2,E,E5,11130,11450,12960,6828,6514,5001,30160,40140,48060,45910,59200,70540,66490,84520,99160,1,1,1,1,1,1,1,1,1
N,2006,2,E,E6,8302,8229,8361,3286,3345,3213,37610,47230,51380,54560,65840,72130,76950,90840,100700,1,1,1,1,1,1,1,1,1
N,2006,2,E,E7-E9,6782,6894,6695,2286,2185,2392,47490,58170,63020,67740,80820,88290,91570,106400,112900,1,1,1,1,1,1,1,1,1
N,2008,2,E,E1,282,499,601,726,515,398,19550,23470,28640,24340,31840,41320,32590,45110,58350,1,1,1,1,1,1,1,1,1
N,2008,2,E,E2,465,847,999,1247,890,684,19690,23610,29160,24340,32760,42280,31810,47640,58460,1,1,1,1,1,1,1,1,1
N,2008,2,E,E3,2988,5634,6749,7376,4726,3582,21530,25340,34000,28700,36430,49000,39880,51160,68260,1,1,1,1,1,1,1,1,1
N,2008,2,E,E4,5538,9641,11230,10250,6152,4571,25420,30860,41560,35940,44640,59320,51270,62950,84070,1,1,1,1,1,1,1,1,1
N,2008,2,E,E5,6914,10250,11330,8597,5263,4175,32300,38880,50620,49880,57330,73350,71360,82830,102800,1,1,1,1,1,1,1,1,1
N,2008,2,E,E6,5865,6745,6859,3663,2797,2661,41150,45780,53310,60860,65470,75270,85290,93080,106100,1,1,1,1,1,1,1,1,1
N,2008,2,E,E7-E9,5553,5947,5827,2388,2013,2114,51380,57420,65270,73810,79660,89940,98410,103600,113800,1,1,1,1,1,1,1,1,1
N,2010,2,E,E1,269,489,495,601,368,363,19220,22780,28530,24090,30870,41120,33900,44600,55840,1,1,1,1,1,1,1,1,1
N,2010,2,E,E2,576,996,1012,1229,811,801,20390,23670,30610,26470,33410,45300,35720,48340,63420,1,1,1,1,1,1,1,1,1
N,2010,2,E,E3,2592,5643,6107,7262,4192,3736,20970,26010,35350,28390,37460,50880,38650,52640,71940,1,1,1,1,1,1,1,1,1
N,2010,2,E,E4,4273,9439,10100,10710,5528,4860,23560,31090,41290,34030,44600,59370,49040,62190,83130,1,1,1,1,1,1,1,1,1
N,2010,2,E,E5,5899,10530,11190,9933,5290,4649,30320,38510,49070,46420,55660,71010,68360,77570,98570,1,1,1,1,1,1,1,1,1
N,2010,2,E,E6,4569,5743,5723,3668,2501,2507,40250,46940,54680,60020,67120,78430,85560,94010,108600,1,1,1,1,1,1,1,1,1
N,2010,2,E,E7-E9,4744,5244,5066,2413,1927,2088,50040,57840,66140,72080,80050,89760,95850,103300,113200,1,1,1,1,1,1,1,1,1
N,2012,2,E,E1,275,399,,434,308,,19110,24390,,24340,34690,,33840,49000,,1,1,-1,1,1,-1,1,1,-1
N,2012,2,E,E2,584,950,,996,638,,19970,24650,,26600,35820,,35180,48810,,1,1,-1,1,1,-1,1,1,-1
N,2012,2,E,E3,3514,6363,,7176,4324,,20690,27120,,27700,39150,,39160,55120,,1,1,-1,1,1,-1,1,1,-1
N,2012,2,E,E4,5510,10390,,11050,6161,,23350,32140,,33320,46290,,48290,64590,,1,1,-1,1,1,-1,1,1,-1
N,2012,2,E,E5,7688,12040,,10080,5726,,29820,39460,,45800,57970,,68310,81360,,1,1,-1,1,1,-1,1,1,-1
N,2012,2,E,E6,5265,6539,,4059,2803,,38690,47680,,58060,67750,,82560,93720,,1,1,-1,1,1,-1,1,1,-1
N,2012,2,E,E7-E9,4332,4872,,2595,2044,,46400,57120,,67890,78800,,92070,102700,,1,1,-1,1,1,-1,1,1,-1
N,2014,2,E,E1,298,428,,369,263,,19230,24100,,23940,33980,,32520,44330,,1,1,-1,1,1,-1,1,1,-1
N,2014,2,E,E2,637,852,,805,588,,19850,24980,,26630,36000,,35310,51220,,1,1,-1,1,1,-1,1,1,-1
N,2014,2,E,E3,3551,5188,,5084,3448,,20540,28140,,27910,40320,,39200,56850,,1,1,-1,1,1,-1,1,1,-1
N,2014,2,E,E4,5568,8771,,8616,5428,,23140,32740,,33940,48040,,48880,68610,,1,1,-1,1,1,-1,1,1,-1
N,2014,2,E,E5,6927,10150,,8279,5051,,30080,42700,,46290,61570,,67710,85630,,1,1,-1,1,1,-1,1,1,-1
N,2014,2,E,E6,4357,5259,,3386,2457,,40560,50030,,61350,72520,,85770,101300,,1,1,-1,1,1,-1,1,1,-1
N,2014,2,E,E7-E9,3955,4380,,2305,1851,,49350,60800,,70160,83850,,91880,106200,,1,1,-1,1,1,-1,1,1,-1
N,2016,2,E,E1,283,330,,264,215,,19120,22970,,24900,33010,,32180,44730,,1,1,-1,1,1,-1,1,1,-1
N,2016,2,E,E2,727,866,,659,541,,19770,25730,,25590,35920,,35990,49940,,1,1,-1,1,1,-1,1,1,-1
N,2016,2,E,E3,5321,7225,,6349,4458,,20680,28390,,28670,40290,,39550,56750,,1,1,-1,1,1,-1,1,1,-1
N,2016,2,E,E4,7233,10190,,8740,5780,,23980,34570,,35240,49780,,50980,69780,,1,1,-1,1,1,-1,1,1,-1
N,2016,2,E,E5,7583,10170,,7633,5035,,31140,43300,,49350,63650,,72070,88180,,1,1,-1,1,1,-1,1,1,-1
N,2016,2,E,E6,4113,4727,,2820,2191,,44910,54080,,66980,76820,,91180,104800,,1,1,-1,1,1,-1,1,1,-1
N,2016,2,E,E7-E9,4238,4643,,2497,2110,,52190,62040,,72950,82790,,95640,105800,,1,1,-1,1,1,-1,1,1,-1
N,2018,2,E,E1,346,,,285,,,19590,,,28190,,,38240,,,1,-1,-1,1,-1,-1,1,-1,-1
N,2018,2,E,E2,658,,,557,,,20180,,,28260,,,40170,,,1,-1,-1,1,-1,-1,1,-1,-1
N,2018,2,E,E3,3986,,,4323,,,20620,,,28700,,,40640,,,1,-1,-1,1,-1,-1,1,-1,-1
N,2018,2,E,E4,5693,,,6669,,,25620,,,38330,,,56690,,,1,-1,-1,1,-1,-1,1,-1,-1
N,2018,2,E,E5,7691,,,7032,,,34420,,,54080,,,77020,,,1,-1,-1,1,-1,-1,1,-1,-1
N,2018,2,E,E6,3650,,,2467,,,50230,,,73080,,,95880,,,1,-1,-1,1,-1,-1,1,-1,-1
N,2018,2,E,E7-E9,4005,,,2355,,,58720,,,80100,,,103500,,,1,-1,-1,1,-1,-1,1,-1,-1
N,2020,2,E,E1,464,,,386,,,18730,,,25340,,,35130,,,1,-1,-1,1,-1,-1,1,-1,-1
N,2020,2,E,E2,965,,,709,,,20020,,,27770,,,38000,,,1,-1,-1,1,-1,-1,1,-1,-1
N,2020,2,E,E3,4428,,,4118,,,21110,,,29570,,,40700,,,1,-1,-1,1,-1,-1,1,-1,-1
N,2020,2,E,E4,5703,,,5976,,,24560,,,36070,,,51820,,,1,-1,-1,1,-1,-1,1,-1,-1
N,2020,2,E,E5,8451,,,7163,,,32840,,,51910,,,74600,,,1,-1,-1,1,-1,-1,1,-1,-1
N,2020,2,E,E6,4462,,,2983,,,49270,,,71970,,,93940,,,1,-1,-1,1,-1,-1,1,-1,-1
N,2020,2,E,E7-E9,4121,,,2637,,,55470,,,77660,,,99640,,,1,-1,-1,1,-1,-1,1,-1,-1
